gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1050057327	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:44683	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	geitberget	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21178	9.53955	0.0	0.0			2012-05-30T00:00Z	30	5	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	44683					Trond Toldnes			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1050057916	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:58934	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO		d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32151	9.44574	0.0	0.0			2014-06-27T00:00Z	27	6	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	58934					Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1050057932	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO-Vertebr:58413	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Rasmarka	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38909	9.62551	0.0	0.0			2014-06-07T00:00Z	7	6	2014	2441108	2441108	HUMAN_OBSERVATION	NZF	SO-Vertebr	58413					Ingolf Røtvei, Tord Bretten			2015-06-05T21:37Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1043993282	3959ee49-7678-4a88-9049-5dfc55ccebf3	http://coldb.mnhn.fr/catalognumber/mnhn/zm/ac-a10134	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	FR	De Precy	2cd829bb-b713-433d-99cf-64bef11e5b3e	0.0	0.0									2441108	2441108	PRESERVED_SPECIMEN	MNHN	ZM	AC-A10134								2015-12-03T16:08Z		COUNTRY_COORDINATE_MISMATCH;ZERO_COORDINATE;GEODETIC_DATUM_ASSUMED_WGS84
476812748	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:30248	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	wardii	SUBSPECIES	Ovibos moschatus wardii Lydekker, 1900	DK	eastern Greenland, Franz Josef Fiord	b4640710-8e03-11d8-b956-b8a03c50a862											4409359	2441108	PRESERVED_SPECIMEN	MCZ	Mamm	30248		[no agent data]		President and Fellows of Harvard College	John K Howard			2016-02-01T19:01Z		TAXON_MATCH_FUZZY
476859355	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:BOM-9378	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)		Arctic America	b4640710-8e03-11d8-b956-b8a03c50a862											2441108	2441108	PRESERVED_SPECIMEN	MCZ	Mamm	BOM-9378		[no agent data]		President and Fellows of Harvard College	Beetle, James			2016-02-01T19:02Z		
476859384	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Mamm:63300	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	wardii	SUBSPECIES	Ovibos moschatus wardii Lydekker, 1900	DK	Jamesonland	b4640710-8e03-11d8-b956-b8a03c50a862											4409359	2441108	PRESERVED_SPECIMEN	MCZ	Mamm	63300		[no agent data]		President and Fellows of Harvard College	Amaral, W			2016-02-01T19:02Z		TAXON_MATCH_FUZZY
50239249	851ab8c4-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus	moschatus	SUBSPECIES	Ovibos moschatus subsp. moschatus		Mainland	9b049850-d958-11da-9047-b8a03c50a862											7342821	2441108	PRESERVED_SPECIMEN	UNSM	Mamm	15221		Freeman, P.W.			Gates, E.			2014-06-05T00:40Z		
1234599822	e0dbf705-cec4-4dce-a152-fc4ebe14674d	URI:catalog:ROM:Palaeobiology-Vertebrate Fossils:72957	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	CA	Banks Island, South of Mercy Bay on Thomsen River	ff418020-1d67-11d9-8435-b8a03c50a862											2441108	2441108	FOSSIL_SPECIMEN	ROM	Vertebrate Palaeontology	72957		Churcher, C.S.	https://creativecommons.org/licenses/by-nc/4.0/	Royal Ontario Museum; ROM				2016-02-09T15:48Z		
1238714511	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11214838	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kongsvold, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.30301	9.60074	0.0	0.0			2008-05-31T00:00Z	31	5	2008	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11214838					Bjørn Rangbru			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238714654	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11216268	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Dovre, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.34941	9.41327	0.0	0.0			1993-09-18T00:00Z	18	9	1993	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11216268					Geir Drange			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238720085	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11221120	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stroplsjødalen, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3095	9.523	0.0	0.0			2009-03-22T00:00Z	22	3	2009	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11221120					John Martin Mjelde			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238720097	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11218244	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stroplsjødalen, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31388	9.5017	0.0	0.0			2008-11-01T00:00Z	1	11	2008	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11218244					Sverre Lundemo			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238728200	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11231529	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	SNØHETTA, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23402	9.37944	0.0	0.0			2010-05-05T00:00Z	5	5	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11231529					Trond Toldnes			2016-02-11T20:01Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238729983	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235477	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Hesthåggåhøa, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.39595	9.59088	0.0	0.0			2010-02-02T00:00Z	2	2	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235477					Oppdal Bygdealmenning, Ingolf Røtvei			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238730188	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235509	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Salen, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32419	9.55577	0.0	0.0			2010-04-07T00:00Z	7	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235509					Oppdal Bygdealmenning, Håvard Rønning			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731017	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236377	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Skallen Nord nystubekk, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.35142	9.61147	0.0	0.0			2010-06-07T00:00Z	7	6	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236377					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731027	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235505	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kaldvella, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.29212	9.53971	0.0	0.0			2010-04-07T00:00Z	7	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235505					Oppdal Bygdealmenning, Håvard Rønning			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731047	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11236314	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Storbekken, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.27759	9.54058	0.0	0.0			2010-08-30T00:00Z	30	8	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11236314					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731415	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235750	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kolla (Oppdal), Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.2954	9.49491	0.0	0.0			2010-08-11T00:00Z	11	8	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235750					Oppdal Bygdealmenning, Håvard Rønning			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238731545	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11235878	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Nerhjellen, Sunndal, Mr	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.49678	9.0808	0.0	0.0			2010-12-04T00:00Z	4	12	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11235878					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238732059	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11237432	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	svartberget, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21733	9.34026	0.0	0.0			2010-04-19T00:00Z	19	4	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11237432					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238732155	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11237453	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	vålåsjøhøe, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.21769	9.51134	0.0	0.0			2011-01-03T00:00Z	3	1	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11237453					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238732259	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11237437	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Einøvlingsbekken, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.26769	9.4098	0.0	0.0			2010-07-08T00:00Z	8	7	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11237437					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238733741	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11237450	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	høgsnyta, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3189	9.58613	0.0	0.0			2010-12-20T00:00Z	20	12	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11237450					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238735831	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11242900	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	svånådalen, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.27478	9.40624	0.0	0.0			2011-09-19T00:00Z	19	9	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11242900					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238735837	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11243093	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Bratthøe, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23417	9.40957	0.0	0.0			2011-04-04T00:00Z	4	4	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11243093					Kari Svendsgard			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238736206	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11242897	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	storranden, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.26897	9.56345	0.0	0.0			2011-09-20T00:00Z	20	9	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11242897					Trond Toldnes			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737236	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11244865	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Storbekken, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.27759	9.54058	0.0	0.0			2012-01-07T00:00Z	7	1	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11244865					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737237	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245293	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.25985	9.55133	0.0	0.0			2011-08-27T00:00Z	27	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245293					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737260	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11244479	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Dovre ved Kongsvoll, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33872	9.50624	0.0	0.0			1972-06-25T00:00Z	25	6	1972	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11244479					Karl Thorvaldsen			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737698	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245516	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kollberget, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.29312	9.5009	0.0	0.0			2010-03-25T00:00Z	25	3	2010	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245516					Arne J. Mortensen			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238737892	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245304	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.42355	9.42082	0.0	0.0			2011-08-10T00:00Z	10	8	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245304					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738025	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245542	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Kolla, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.3039	9.51664	0.0	0.0			2009-10-16T00:00Z	16	10	2009	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245542					Arne J. Mortensen			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738052	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245253	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32888	9.59702	0.0	0.0			2011-07-09T00:00Z	9	7	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245253					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738160	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245988	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	800m S Svartkinn, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.32662	9.45449	0.0	0.0			2002-09-09T00:00Z	9	9	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245988					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738223	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245391	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Stølådalen Knekken, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38026	9.59676	0.0	0.0			2011-05-03T00:00Z	3	5	2011	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245391					Arne Bretten, Tord Bretten, Frode Aalbu			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738746	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245647	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Hesthågåhøa, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38605	9.56797	0.0	0.0			2012-02-08T00:00Z	8	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245647					Lars Olav Lund, Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738778	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246170	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	N. Nystubekk, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.35018	9.62869	0.0	0.0			2002-05-25T00:00Z	25	5	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246170					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738780	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246294	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33017	9.46999	0.0	0.0			2002-09-08T00:00Z	8	9	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246294					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238738798	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11245484	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Einøvlingshøe, Dovre, Op	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.23485	9.34563	0.0	0.0			2012-01-31T00:00Z	31	1	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11245484					Kari Svendsgard			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739027	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246057	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Flatene nystudal, vCanyonstart, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.31992	9.57016	0.0	0.0			2002-04-11T00:00Z	11	4	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246057					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739153	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246271	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38174	9.59648	0.0	0.0			2002-05-21T00:00Z	21	5	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246271					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739180	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246279	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.38613	9.61784	0.0	0.0			2002-03-23T00:00Z	23	3	2002	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246279					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1238739203	b124e1e0-4755-430f-9eab-894f25a9b59c	NZF:SO2-Vertebrates:11246413	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Ovibos	Ovibos moschatus		SPECIES	Ovibos moschatus (Zimmermann, 1780)	NO	Ryggen nord for morena, Oppdal, St	d3978a37-635a-4ae3-bb85-7b4d41bc0b88	62.33761	9.58525	0.0	0.0			2012-02-27T00:00Z	27	2	2012	2441108	2441108	HUMAN_OBSERVATION	NZF	SO2-Vertebrates	11246413					Tord Bretten			2016-02-11T20:02Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
